,Unnamed: 0,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score,Home
2062,2062,3.0,0.0,0.0,3.0,0.0,35.75,3.0,14.0,10.0,3.0,2.0,35.0,2.0,2.0,22.0,5.0,2.0,2.0,400827914.0,Greg Monroe,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2063,2063,4.0,0.0,0.0,2.0,0.0,16.5,1.0,5.0,2.0,6.0,5.0,28.0,1.0,4.0,9.0,2.0,1.0,0.0,400827914.0,Johnny O'Bryant III,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2064,2064,7.0,5.0,1.0,11.0,2.0,43.5,6.0,12.0,6.0,0.0,0.0,36.0,0.0,3.0,13.0,6.0,1.0,3.0,400827914.0,Michael Carter-Williams,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2065,2065,6.0,4.0,2.0,1.0,0.0,11.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,5.0,6.0,2.0,0.0,0.0,400827914.0,Chris Copeland,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2066,2066,-7.0,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,400827914.0,Damien Inglis,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2067,2067,-8.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,2.0,0.0,0.0,13.0,0.0,2.0,4.0,2.0,0.0,1.0,400827914.0,Miles Plumlee,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2070,2070,,,,,,,,,,,,,,,,,,,400827914.0,John Henson,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2071,2071,,,,,,,,,,,,,,,,,,,400827914.0,Rashad Vaughn,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
2072,2072,,,,,,,,,,,,,,,,,,,400827914.0,O.J. Mayo,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
181,181,-24.0,2.0,1.0,0.0,0.0,17.75,5.0,11.0,4.0,3.0,0.0,28.0,2.0,2.0,9.0,7.0,0.0,1.0,400827915.0,Thaddeus Young,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
180,180,-22.0,1.0,0.0,1.0,0.0,7.5,2.0,7.0,1.0,0.0,0.0,25.0,0.0,5.0,2.0,2.0,1.0,1.0,400827915.0,Joe Johnson,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
903,903,-12.0,1.0,0.0,2.0,0.0,11.5,3.0,6.0,2.0,0.0,0.0,21.0,1.0,5.0,4.0,4.0,0.0,1.0,400827917.0,Patrick Beverley,Houston Rockets,0,2,2015-10-30 00:00:00,Houston Rockets,2,92,0,Golden State Warriors,112,1
904,904,3.0,2.0,0.0,0.0,1.0,5.25,1.0,4.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,400827917.0,K.J. McDaniels,Houston Rockets,0,2,2015-10-30 00:00:00,Houston Rockets,2,92,0,Golden State Warriors,112,1
905,905,-11.0,2.0,1.0,2.0,1.0,21.75,4.0,6.0,2.0,8.0,6.0,29.0,1.0,1.0,11.0,5.0,0.0,2.0,400827917.0,Corey Brewer,Houston Rockets,0,2,2015-10-30 00:00:00,Houston Rockets,2,92,0,Golden State Warriors,112,1
906,906,,,,,,,,,,,,,,,,,,,400827917.0,Marcus Thornton,Houston Rockets,0,2,2015-10-30 00:00:00,Houston Rockets,2,92,0,Golden State Warriors,112,1
907,907,,,,,,,,,,,,,,,,,,,400827917.0,Jason Terry,Houston Rockets,0,2,2015-10-30 00:00:00,Houston Rockets,2,92,0,Golden State Warriors,112,1
199,199,3.0,0.0,0.0,0.0,1.0,6.5,2.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,2.0,1.0,0.0,400827915.0,Kyle Anderson,San Antonio Spurs,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,1
198,198,-5.0,0.0,0.0,0.0,0.0,4.75,3.0,4.0,1.0,0.0,0.0,14.0,0.0,2.0,2.0,3.0,0.0,2.0,400827915.0,David West,San Antonio Spurs,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,1
197,197,20.0,5.0,2.0,2.0,0.0,16.0,2.0,6.0,3.0,0.0,0.0,27.0,2.0,0.0,8.0,4.0,0.0,2.0,400827915.0,Danny Green,San Antonio Spurs,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,1
195,195,26.0,0.0,0.0,1.0,0.0,25.5,8.0,7.0,4.0,7.0,7.0,29.0,0.0,2.0,15.0,8.0,0.0,2.0,400827915.0,Tim Duncan,San Antonio Spurs,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,1
2069,2069,-11.0,7.0,2.0,4.0,0.0,22.5,0.0,11.0,5.0,3.0,2.0,27.0,0.0,1.0,14.0,0.0,1.0,1.0,400827914.0,Jerryd Bayless,Milwaukee Bucks,0,2,2015-10-30 00:00:00,Milwaukee Bucks,2,113,0,Washington Wizards,118,1
194,194,16.0,2.0,0.0,1.0,1.0,35.5,9.0,16.0,6.0,4.0,4.0,26.0,1.0,3.0,16.0,10.0,2.0,4.0,400827915.0,Kawhi Leonard,San Antonio Spurs,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,1
192,192,-2.0,2.0,0.0,0.0,0.0,10.0,4.0,6.0,3.0,2.0,0.0,20.0,0.0,1.0,6.0,4.0,0.0,2.0,400827915.0,Bojan Bogdanovic,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
191,191,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,400827915.0,Sergey Karasev,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
190,190,-14.0,3.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,400827915.0,Markel Brown,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
189,189,1.0,0.0,0.0,4.0,1.0,14.5,0.0,5.0,3.0,2.0,1.0,16.0,0.0,0.0,7.0,0.0,0.0,1.0,400827915.0,Shane Larkin,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
188,188,-4.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,400827915.0,Donald Sloan,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
187,187,-8.0,1.0,1.0,0.0,0.0,6.75,1.0,4.0,2.0,0.0,0.0,16.0,0.0,0.0,5.0,1.0,0.0,0.0,400827915.0,Andrea Bargnani,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
186,186,0.0,0.0,0.0,0.0,2.0,17.5,4.0,7.0,5.0,0.0,0.0,26.0,0.0,1.0,10.0,4.0,0.0,3.0,400827915.0,Rondae Hollis-Jefferson,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
185,185,3.0,0.0,0.0,0.0,2.0,10.5,4.0,2.0,1.0,0.0,0.0,15.0,0.0,1.0,2.0,4.0,0.0,1.0,400827915.0,Thomas Robinson,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
184,184,-18.0,4.0,1.0,0.0,0.0,8.75,1.0,6.0,1.0,0.0,0.0,18.0,0.0,2.0,3.0,1.0,2.0,0.0,400827915.0,Wayne Ellington,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
182,182,-23.0,0.0,0.0,4.0,1.0,27.75,3.0,11.0,6.0,6.0,5.0,32.0,0.0,3.0,17.0,3.0,0.0,2.0,400827915.0,Brook Lopez,Brooklyn Nets,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,0
193,193,28.0,0.0,0.0,4.0,1.0,32.75,6.0,11.0,5.0,0.0,0.0,30.0,5.0,0.0,10.0,11.0,0.0,1.0,400827915.0,LaMarcus Aldridge,San Antonio Spurs,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,1
196,196,23.0,0.0,0.0,4.0,0.0,16.75,1.0,8.0,5.0,0.0,0.0,24.0,0.0,3.0,10.0,1.0,0.0,1.0,400827915.0,Tony Parker,San Antonio Spurs,2,0,2015-10-30 00:00:00,San Antonio Spurs,1,102,1,Brooklyn Nets,75,1
1783,1783,14.0,0.0,0.0,1.0,1.0,27.75,7.0,9.0,6.0,2.0,1.0,26.0,2.0,1.0,13.0,9.0,0.0,0.0,400827908.0,Tristan Thompson,Cleveland Cavaliers,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,1
1244,1244,-27.0,0.0,0.0,1.0,0.0,4.5,2.0,4.0,1.0,4.0,1.0,16.0,0.0,5.0,3.0,2.0,0.0,5.0,400827918.0,Julius Randle,Los Angeles Lakers,2,0,2015-10-30 00:00:00,Sacramento Kings,1,132,1,Los Angeles Lakers,114,0
32,32,2.0,5.0,2.0,0.0,0.0,10.5,0.0,6.0,2.0,2.0,2.0,25.0,0.0,3.0,8.0,0.0,1.0,1.0,400827911.0,Patrick Patterson,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
33,33,6.0,0.0,0.0,0.0,1.0,13.0,4.0,2.0,1.0,2.0,2.0,16.0,2.0,5.0,4.0,6.0,0.0,1.0,400827911.0,Bismack Biyombo,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
34,34,2.0,6.0,2.0,0.0,0.0,26.0,4.0,12.0,8.0,3.0,3.0,21.0,0.0,0.0,21.0,4.0,0.0,2.0,400827911.0,Terrence Ross,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
35,35,1.0,2.0,1.0,2.0,0.0,13.25,1.0,5.0,3.0,0.0,0.0,18.0,0.0,4.0,7.0,1.0,1.0,1.0,400827911.0,Cory Joseph,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
36,36,,,,,,,,,,,,,,,,,,,400827911.0,Delon Wright,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
37,37,,,,,,,,,,,,,,,,,,,400827911.0,Norman Powell,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
38,38,-9.0,0.0,0.0,2.0,0.0,18.0,4.0,5.0,2.0,2.0,2.0,17.0,2.0,2.0,6.0,6.0,1.0,1.0,400827911.0,David Lee,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
39,39,-7.0,2.0,0.0,4.0,1.0,25.0,3.0,6.0,1.0,6.0,5.0,34.0,1.0,3.0,7.0,4.0,3.0,2.0,400827911.0,Jae Crowder,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
40,40,-7.0,0.0,0.0,1.0,0.0,11.5,0.0,8.0,4.0,2.0,2.0,16.0,0.0,3.0,10.0,0.0,0.0,0.0,400827911.0,Tyler Zeller,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
41,41,-11.0,7.0,3.0,3.0,1.0,28.25,5.0,11.0,4.0,2.0,2.0,30.0,0.0,3.0,13.0,5.0,1.0,2.0,400827911.0,Avery Bradley,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
42,42,-6.0,5.0,1.0,3.0,0.0,16.75,3.0,11.0,2.0,2.0,1.0,28.0,0.0,3.0,6.0,3.0,1.0,0.0,400827911.0,Marcus Smart,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
43,43,0.0,1.0,1.0,1.0,0.0,25.5,7.0,3.0,3.0,6.0,4.0,19.0,1.0,1.0,11.0,8.0,2.0,3.0,400827911.0,Amir Johnson,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
44,44,-3.0,0.0,0.0,1.0,1.0,14.75,3.0,3.0,3.0,1.0,0.0,14.0,0.0,6.0,6.0,3.0,1.0,1.0,400827911.0,Jared Sullinger,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
45,45,-6.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,2.0,2.0,0.0,1.0,400827911.0,Jonas Jerebko,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
46,46,1.0,5.0,1.0,0.0,0.0,18.0,1.0,10.0,4.0,3.0,2.0,17.0,1.0,0.0,11.0,2.0,2.0,0.0,400827911.0,Kelly Olynyk,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
47,47,4.0,4.0,1.0,7.0,0.0,39.75,1.0,16.0,7.0,11.0,10.0,29.0,0.0,5.0,25.0,1.0,2.0,3.0,400827911.0,Isaiah Thomas,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
48,48,-6.0,1.0,0.0,1.0,0.0,12.5,3.0,11.0,2.0,4.0,2.0,28.0,1.0,2.0,6.0,4.0,1.0,4.0,400827911.0,Evan Turner,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
49,49,,,,,,,,,,,,,,,,,,,400827911.0,Terry Rozier,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
50,50,,,,,,,,,,,,,,,,,,,400827911.0,R.J. Hunter,Boston Celtics,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,1
1762,1762,3.0,4.0,2.0,3.0,0.0,29.75,5.0,15.0,7.0,0.0,0.0,33.0,0.0,0.0,16.0,5.0,1.0,0.0,400827908.0,Chris Bosh,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1763,1763,6.0,3.0,1.0,2.0,0.0,22.5,4.0,8.0,4.0,2.0,1.0,29.0,2.0,3.0,10.0,6.0,1.0,1.0,400827908.0,Luol Deng,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1764,1764,6.0,0.0,0.0,2.0,6.0,36.25,8.0,7.0,4.0,4.0,3.0,36.0,1.0,2.0,11.0,9.0,0.0,2.0,400827908.0,Hassan Whiteside,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1765,1765,9.0,3.0,1.0,6.0,0.0,25.75,3.0,9.0,3.0,4.0,4.0,34.0,0.0,3.0,11.0,3.0,1.0,1.0,400827908.0,Goran Dragic,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1766,1766,4.0,2.0,1.0,3.0,1.0,37.5,4.0,15.0,8.0,8.0,8.0,30.0,0.0,4.0,25.0,4.0,2.0,7.0,400827908.0,Dwyane Wade,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1767,1767,-16.0,0.0,0.0,0.0,0.0,5.75,1.0,2.0,1.0,0.0,0.0,12.0,2.0,2.0,2.0,3.0,0.0,0.0,400827908.0,Amar'e Stoudemire,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1768,1768,-17.0,1.0,0.0,1.0,0.0,5.5,1.0,2.0,1.0,0.0,0.0,13.0,1.0,2.0,2.0,2.0,0.0,1.0,400827908.0,Josh McRoberts,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1769,1769,4.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400827908.0,James Ennis,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1770,1770,-16.0,2.0,0.0,1.0,0.0,8.5,4.0,4.0,1.0,0.0,0.0,19.0,0.0,2.0,2.0,4.0,0.0,0.0,400827908.0,Justise Winslow,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
1771,1771,-19.0,2.0,0.0,2.0,0.0,12.25,1.0,6.0,3.0,2.0,2.0,14.0,0.0,1.0,8.0,1.0,0.0,0.0,400827908.0,Mario Chalmers,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
31,31,4.0,0.0,0.0,1.0,0.0,2.75,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,400827911.0,James Johnson,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
1772,1772,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400827908.0,Tyler Johnson,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
30,30,3.0,0.0,0.0,0.0,0.0,4.75,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,400827911.0,Anthony Bennett,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
28,28,3.0,1.0,0.0,9.0,2.0,44.75,6.0,11.0,3.0,10.0,8.0,34.0,1.0,4.0,14.0,7.0,3.0,3.0,400827911.0,Kyle Lowry,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
1606,1606,-16.0,1.0,0.0,3.0,3.0,45.5,9.0,14.0,7.0,2.0,2.0,32.0,3.0,4.0,16.0,12.0,2.0,3.0,400827912.0,Pau Gasol,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1607,1607,2.0,8.0,3.0,0.0,0.0,33.0,5.0,14.0,7.0,6.0,5.0,39.0,1.0,1.0,22.0,6.0,2.0,4.0,400827912.0,Nikola Mirotic,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1608,1608,-2.0,2.0,0.0,1.0,0.0,10.0,1.0,5.0,2.0,0.0,0.0,30.0,1.0,4.0,4.0,2.0,1.0,0.0,400827912.0,Tony Snell,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1609,1609,-14.0,1.0,0.0,6.0,0.0,17.0,2.0,13.0,4.0,0.0,0.0,34.0,0.0,3.0,8.0,2.0,0.0,5.0,400827912.0,Derrick Rose,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1610,1610,-2.0,3.0,1.0,0.0,0.0,44.25,11.0,19.0,5.0,14.0,12.0,42.0,0.0,3.0,23.0,11.0,3.0,1.0,400827912.0,Jimmy Butler,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1611,1611,1.0,0.0,0.0,0.0,3.0,22.25,4.0,7.0,4.0,2.0,0.0,20.0,3.0,5.0,8.0,7.0,0.0,1.0,400827912.0,Taj Gibson,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1612,1612,4.0,2.0,2.0,2.0,0.0,10.25,1.0,4.0,2.0,0.0,0.0,15.0,0.0,3.0,6.0,1.0,0.0,2.0,400827912.0,Doug McDermott,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1613,1613,2.0,0.0,0.0,2.0,1.0,9.75,3.0,1.0,1.0,2.0,0.0,17.0,0.0,0.0,2.0,3.0,0.0,2.0,400827912.0,Joakim Noah,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1614,1614,10.0,4.0,1.0,4.0,0.0,16.5,4.0,6.0,2.0,0.0,0.0,18.0,0.0,1.0,5.0,4.0,0.0,0.0,400827912.0,Aaron Brooks,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1615,1615,-5.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,1.0,400827912.0,E'Twaun Moore,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1616,1616,,,,,,,,,,,,,,,,,,,400827912.0,Bobby Portis,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1617,1617,,,,,,,,,,,,,,,,,,,400827912.0,Cristiano Felicio,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1618,1618,,,,,,,,,,,,,,,,,,,400827912.0,Kirk Hinrich,Chicago Bulls,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,0
1619,1619,6.0,2.0,2.0,2.0,0.0,37.75,6.0,15.0,10.0,9.0,4.0,42.0,1.0,4.0,26.0,7.0,0.0,2.0,400827912.0,Marcus Morris,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1620,1620,6.0,3.0,0.0,0.0,0.0,7.75,2.0,5.0,1.0,0.0,0.0,22.0,3.0,3.0,2.0,5.0,0.0,1.0,400827912.0,Ersan Ilyasova,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1621,1621,12.0,0.0,0.0,0.0,2.0,53.0,11.0,19.0,8.0,10.0,4.0,39.0,9.0,3.0,20.0,20.0,2.0,3.0,400827912.0,Andre Drummond,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1622,1622,7.0,4.0,1.0,7.0,0.0,43.25,6.0,24.0,9.0,4.0,3.0,37.0,1.0,3.0,22.0,7.0,2.0,5.0,400827912.0,Reggie Jackson,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1623,1623,8.0,5.0,0.0,2.0,0.0,17.0,3.0,12.0,2.0,2.0,2.0,39.0,1.0,2.0,6.0,4.0,2.0,2.0,400827912.0,Kentavious Caldwell-Pope,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1624,1624,-8.0,0.0,0.0,1.0,0.0,13.0,5.0,4.0,2.0,2.0,0.0,14.0,1.0,1.0,4.0,6.0,0.0,0.0,400827912.0,Aron Baynes,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1625,1625,2.0,8.0,3.0,0.0,0.0,20.25,3.0,9.0,4.0,0.0,0.0,30.0,0.0,1.0,11.0,3.0,2.0,0.0,400827912.0,Anthony Tolliver,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1626,1626,-4.0,1.0,0.0,1.0,0.0,15.0,2.0,8.0,3.0,1.0,1.0,12.0,2.0,1.0,7.0,4.0,1.0,1.0,400827912.0,Stanley Johnson,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1627,1627,-6.0,1.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,2.0,0.0,0.0,400827912.0,Reggie Bullock,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1628,1628,-3.0,4.0,0.0,5.0,0.0,11.25,2.0,7.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,0.0,0.0,400827912.0,Steve Blake,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1629,1629,,,,,,,,,,,,,,,,,,,400827912.0,Darrun Hilliard,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1630,1630,,,,,,,,,,,,,,,,,,,400827912.0,Joel Anthony,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
1631,1631,,,,,,,,,,,,,,,,,,,400827912.0,Spencer Dinwiddie,Detroit Pistons,1,2,2015-10-30 00:00:00,Detroit Pistons,0,98,3,Chicago Bulls,94,1
25,25,11.0,1.0,1.0,1.0,0.0,23.25,6.0,9.0,4.0,0.0,0.0,22.0,3.0,2.0,9.0,9.0,1.0,2.0,400827911.0,Luis Scola,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
26,26,-1.0,7.0,4.0,2.0,0.0,34.25,4.0,16.0,8.0,2.0,1.0,35.0,1.0,3.0,21.0,5.0,2.0,4.0,400827911.0,DeMarre Carroll,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
27,27,6.0,0.0,0.0,2.0,0.0,20.5,9.0,6.0,2.0,2.0,2.0,23.0,1.0,4.0,6.0,10.0,0.0,2.0,400827911.0,Jonas Valanciunas,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
29,29,13.0,4.0,1.0,6.0,0.0,43.75,6.0,15.0,5.0,14.0,12.0,35.0,1.0,4.0,23.0,7.0,2.0,3.0,400827911.0,DeMar DeRozan,Toronto Raptors,0,2,2015-10-30 00:00:00,Boston Celtics,1,103,1,Toronto Raptors,113,0
1773,1773,-18.0,4.0,1.0,0.0,0.0,6.25,1.0,9.0,1.0,2.0,2.0,16.0,0.0,1.0,5.0,1.0,0.0,1.0,400827908.0,Gerald Green,Miami Heat,1,1,2015-10-30 00:00:00,Cleveland Cavaliers,1,102,2,Miami Heat,92,0
